"Gene_name" "chromosome" "start" "end" "biotype" "band"
"IL22" "12" 68642022 68647387 "protein_coding" "12:q15"
"MDM1" "12" 68666223 68726161 "protein_coding" "12:q15"
"RAP1B" "12" 69004619 69054372 "protein_coding" "12:q15"
"NUP107" "12" 69080514 69136785 "protein_coding" "12:q15"
"SLC35E3" "12" 69139886 69187508 "protein_coding" "12:q15"
"AC124890.1" "12" 69186125 69187743 "protein_coding" "12:q15"
"MDM2" "12" 69201956 69239214 "protein_coding" "12:q15"
"CPM" "12" 69235977 69365350 "protein_coding" "12:q15"
"CPSF6" "12" 69633317 69668138 "protein_coding" "12:q15"
"LYZ" "12" 69742121 69748014 "protein_coding" "12:q15"
"YEATS4" "12" 69753483 69784576 "protein_coding" "12:q15"
"FRS2" "12" 69864129 69973562 "protein_coding" "12:q15"
"CCT2" "12" 69979114 69995350 "protein_coding" "12:q15"
"LRRC10" "12" 70002351 70004942 "protein_coding" "12:q15"
"BEST3" "12" 70037140 70093256 "protein_coding" "12:q15"
"RAB3IP" "12" 70132461 70216984 "protein_coding" "12:q15"
"AC025263.3" "12" 70195449 70249143 "protein_coding" "12:q15"
"MYRFL" "12" 70219084 70352877 "protein_coding" "12:q15"
"CNOT2" "12" 70636774 70748773 "protein_coding" "12:q15"
"KCNMB4" "12" 70760056 70828072 "protein_coding" "12:q15"
"PTPRB" "12" 70910630 71031220 "protein_coding" "12:q15"
"PTPRR" "12" 71031853 71314623 "protein_coding" "12:q15"
"CTD-2021H9.3" "12" 71441182 71512027 "protein_coding" "12:q15"
"TSPAN8" "12" 71518865 71835678 "protein_coding" "12:q21.1"
"LGR5" "12" 71833550 71980090 "protein_coding" "12:q21.1"
"ZFC3H1" "12" 72003252 72061505 "protein_coding" "12:q21.1"
"THAP2" "12" 72056789 72074419 "protein_coding" "12:q21.1"
"RP11-293I14.2" "12" 72067984 72092748 "protein_coding" "12:q21.1"
"TMEM19" "12" 72079867 72097836 "protein_coding" "12:q21.1"
"RAB21" "12" 72148654 72184699 "protein_coding" "12:q21.1"
"TBC1D15" "12" 72233487 72320629 "protein_coding" "12:q21.1"
"TPH2" "12" 72332626 72580398 "protein_coding" "12:q21.1"
"TRHDE" "12" 72481046 73059422 "protein_coding" "12:q21.1"
"ATXN7L3B" "12" 74931551 74935223 "protein_coding" "12:q21.1"
"KCNC2" "12" 75433857 75603648 "protein_coding" "12:q21.1"
"CAPS2" "12" 75669759 75784708 "protein_coding" "12:q21.1"
"GLIPR1L1" "12" 75728419 75764340 "protein_coding" "12:q21.2"
"GLIPR1L2" "12" 75784850 75826468 "protein_coding" "12:q21.2"
"GLIPR1" "12" 75874460 75897633 "protein_coding" "12:q21.2"
"KRR1" "12" 75890684 75905416 "protein_coding" "12:q21.2"
"PHLDA1" "12" 76419227 76427712 "protein_coding" "12:q21.2"
"NAP1L1" "12" 76438670 76478813 "protein_coding" "12:q21.2"
"BBS10" "12" 76738254 76742222 "protein_coding" "12:q21.2"
"OSBPL8" "12" 76745577 76953589 "protein_coding" "12:q21.2"
"ZDHHC17" "12" 77157368 77247476 "protein_coding" "12:q21.2"
"CSRP2" "12" 77252495 77272840 "protein_coding" "12:q21.2"
"E2F7" "12" 77415027 77459360 "protein_coding" "12:q21.2"
"AC073528.1" "12" 77949297 77950568 "protein_coding" "12:q21.2"
"NAV3" "12" 78224685 78606790 "protein_coding" "12:q21.2"
"SYT1" "12" 79257773 79845788 "protein_coding" "12:q21.2"
"PAWR" "12" 79968759 80084877 "protein_coding" "12:q21.2"
"PPP1R12A" "12" 80167343 80329240 "protein_coding" "12:q21.2"
"AC073569.1" "12" 80198742 80202321 "protein_coding" "12:q21.2"
"OTOGL" "12" 80603233 80772870 "protein_coding" "12:q21.31"
"PTPRQ" "12" 80799774 81072802 "protein_coding" "12:q21.31"
"MYF6" "12" 81101277 81103253 "protein_coding" "12:q21.31"
"MYF5" "12" 81110691 81113452 "protein_coding" "12:q21.31"
"LIN7A" "12" 81186299 81331704 "protein_coding" "12:q21.31"
"ACSS3" "12" 81331594 81650533 "protein_coding" "12:q21.31"
"PPFIA2" "12" 81652045 82153332 "protein_coding" "12:q21.31"
"CCDC59" "12" 82617460 82752584 "protein_coding" "12:q21.31"
"METTL25" "12" 82752276 82873015 "protein_coding" "12:q21.31"
"TMTC2" "12" 83080659 83528649 "protein_coding" "12:q21.31"
"SLC6A15" "12" 85253492 85307394 "protein_coding" "12:q21.31"
"TSPAN19" "12" 85408094 85430055 "protein_coding" "12:q21.31"
"LRRIQ1" "12" 85430092 85657002 "protein_coding" "12:q21.31"
"ALX1" "12" 85673885 85695562 "protein_coding" "12:q21.31"
"RASSF9" "12" 86198331 86230348 "protein_coding" "12:q21.31"
"NTS" "12" 86268073 86276770 "protein_coding" "12:q21.31"
"MGAT4C" "12" 86372516 87232681 "protein_coding" "12:q21.31"
"C12orf50" "12" 88373816 88427814 "protein_coding" "12:q21.32"
"C12orf29" "12" 88427623 88443937 "protein_coding" "12:q21.32"
"CEP290" "12" 88442793 88535993 "protein_coding" "12:q21.32"
"TMTC3" "12" 88536073 88593664 "protein_coding" "12:q21.32"
"KITLG" "12" 88886570 88974628 "protein_coding" "12:q21.32"
"DUSP6" "12" 89741009 89747048 "protein_coding" "12:q21.33"
"POC1B" "12" 89813495 89919801 "protein_coding" "12:q21.33"
"GALNT4" "12" 89913185 89920039 "protein_coding" "12:q21.33"
"POC1B-GALNT4" "12" 89913185 89920039 "protein_coding" "12:q21.33"
"ATP2B1" "12" 89981828 90103077 "protein_coding" "12:q21.33"
"CCER1" "12" 91299399 91348953 "protein_coding" "12:q21.33"
"EPYC" "12" 91357456 91398803 "protein_coding" "12:q21.33"
"KERA" "12" 91444268 91451760 "protein_coding" "12:q21.33"
"LUM" "12" 91496406 91505608 "protein_coding" "12:q21.33"
"DCN" "12" 91539025 91576900 "protein_coding" "12:q21.33"
"C12orf79" "12" 92378756 92536690 "protein_coding" "12:q21.33"
"BTG1" "12" 92536286 92539673 "protein_coding" "12:q21.33"
"CLLU1OS" "12" 92813870 92821924 "protein_coding" "12:q22"
"CLLU1" "12" 92815307 92824778 "protein_coding" "12:q22"
"C12orf74" "12" 93096619 93102325 "protein_coding" "12:q22"
"PLEKHG7" "12" 93115281 93166231 "protein_coding" "12:q22"
"EEA1" "12" 93164413 93323107 "protein_coding" "12:q22"
"NUDT4" "12" 93771659 93797024 "protein_coding" "12:q22"
"UBE2N" "12" 93799449 93836038 "protein_coding" "12:q22"
"MRPL42" "12" 93861264 93897545 "protein_coding" "12:q22"
"SOCS2" "12" 93963590 93977263 "protein_coding" "12:q22"
"CRADD" "12" 94071151 94288616 "protein_coding" "12:q22"
"PLXNC1" "12" 94542499 94701451 "protein_coding" "12:q22"
"RP11-1105G2.3" "12" 94671534 94676620 "protein_coding" "12:q22"
"CCDC41" "12" 94700225 94853764 "protein_coding" "12:q22"
"TMCC3" "12" 94960900 95044338 "protein_coding" "12:q22"
"NDUFA12" "12" 95290831 95397546 "protein_coding" "12:q22"
"NR2C1" "12" 95414005 95467479 "protein_coding" "12:q22"
"FGD6" "12" 95470525 95611258 "protein_coding" "12:q22"
"VEZT" "12" 95611522 95696566 "protein_coding" "12:q22"
"RP11-167N24.6" "12" 95770984 95774672 "protein_coding" "12:q22"
"METAP2" "12" 95867296 95909615 "protein_coding" "12:q22"
"USP44" "12" 95910336 95945266 "protein_coding" "12:q22"
"NTN4" "12" 96051583 96184930 "protein_coding" "12:q22"
"RP11-536G4.1" "12" 96196875 96217085 "protein_coding" "12:q22"
"SNRPF" "12" 96252706 96297606 "protein_coding" "12:q23.1"
"CCDC38" "12" 96260826 96336752 "protein_coding" "12:q23.1"
"AMDHD1" "12" 96337071 96362370 "protein_coding" "12:q23.1"
"HAL" "12" 96366440 96390143 "protein_coding" "12:q23.1"
"LTA4H" "12" 96394606 96437298 "protein_coding" "12:q23.1"
"ELK3" "12" 96588160 96663613 "protein_coding" "12:q23.1"
"CDK17" "12" 96672039 96794338 "protein_coding" "12:q23.1"
"C12orf55" "12" 96883349 97269333 "protein_coding" "12:q23.1"
"NEDD1" "12" 97301001 97347129 "protein_coding" "12:q23.1"
"RP11-181C3.1" "12" 98879322 98897633 "protein_coding" "12:q23.1"
"TMPO" "12" 98909290 98944157 "protein_coding" "12:q23.1"
"SLC25A3" "12" 98987369 98995946 "protein_coding" "12:q23.1"
"IKBIP" "12" 99007183 99038891 "protein_coding" "12:q23.1"
"APAF1" "12" 99038919 99129204 "protein_coding" "12:q23.1"
"ANKS1B" "12" 99120235 100378432 "protein_coding" "12:q23.1"
"FAM71C" "12" 100041531 100043824 "protein_coding" "12:q23.1"
"UHRF1BP1L" "12" 100422233 100536626 "protein_coding" "12:q23.1"
"ACTR6" "12" 100592900 100635643 "protein_coding" "12:q23.1"
"DEPDC4" "12" 100597447 100660857 "protein_coding" "12:q23.1"
"SCYL2" "12" 100660918 100735502 "protein_coding" "12:q23.1"
"SLC17A8" "12" 100750857 100815837 "protein_coding" "12:q23.1"
"NR1H4" "12" 100867486 100958191 "protein_coding" "12:q23.1"
"GAS2L3" "12" 100967461 101022064 "protein_coding" "12:q23.1"
"ANO4" "12" 101111304 101522419 "protein_coding" "12:q23.1"
"SLC5A8" "12" 101549271 101604185 "protein_coding" "12:q23.1"
"UTP20" "12" 101673887 101780394 "protein_coding" "12:q23.2"
"ARL1" "12" 101786898 101801598 "protein_coding" "12:q23.2"
"SPIC" "12" 101869199 101880775 "protein_coding" "12:q23.2"
"MYBPC1" "12" 101962131 102079796 "protein_coding" "12:q23.2"
"CHPT1" "12" 102090725 102137918 "protein_coding" "12:q23.2"
"SYCP3" "12" 102122426 102133250 "protein_coding" "12:q23.2"
"GNPTAB" "12" 102139275 102224716 "protein_coding" "12:q23.2"
"DRAM1" "12" 102271129 102405908 "protein_coding" "12:q23.2"
"CCDC53" "12" 102406705 102455927 "protein_coding" "12:q23.2"
"NUP37" "12" 102467967 102513902 "protein_coding" "12:q23.2"
"PARPBP" "12" 102513956 102591298 "protein_coding" "12:q23.2"
"PMCH" "12" 102590237 102591623 "protein_coding" "12:q23.2"
"IGF1" "12" 102789645 102874423 "protein_coding" "12:q23.2"
"PAH" "12" 103230663 103352188 "protein_coding" "12:q23.2"
"ASCL1" "12" 103351464 103354294 "protein_coding" "12:q23.2"
"RP11-552I14.1" "12" 103545620 103562087 "protein_coding" "12:q23.2"
"C12orf42" "12" 103631369 103889749 "protein_coding" "12:q23.2"
"STAB2" "12" 103981051 104160505 "protein_coding" "12:q23.3"
"NT5DC3" "12" 104164231 104234975 "protein_coding" "12:q23.3"
"RP11-650K20.3" "12" 104235229 104238442 "protein_coding" "12:q23.3"
"HSP90B1" "12" 104323885 104347423 "protein_coding" "12:q23.3"
"C12orf73" "12" 104343980 104359486 "protein_coding" "12:q23.3"
"TDG" "12" 104359582 104382652 "protein_coding" "12:q23.3"
"GLT8D2" "12" 104382762 104457961 "protein_coding" "12:q23.3"
"HCFC2" "12" 104458235 104498639 "protein_coding" "12:q23.3"
"NFYB" "12" 104510855 104532067 "protein_coding" "12:q23.3"
"TXNRD1" "12" 104609557 104744061 "protein_coding" "12:q23.3"
"EID3" "12" 104697517 104698980 "protein_coding" "12:q23.3"
"CHST11" "12" 104849073 105155792 "protein_coding" "12:q23.3"
"SLC41A2" "12" 105196331 105352522 "protein_coding" "12:q23.3"
"C12orf45" "12" 105380088 105443515 "protein_coding" "12:q23.3"
"ALDH1L2" "12" 105413568 105478355 "protein_coding" "12:q23.3"
"KIAA1033" "12" 105501102 105562912 "protein_coding" "12:q23.3"
"APPL2" "12" 105567074 105630016 "protein_coding" "12:q23.3"
"C12orf75" "12" 105629068 105789875 "protein_coding" "12:q23.3"
"NUAK1" "12" 106457118 106533811 "protein_coding" "12:q23.3"
"CKAP4" "12" 106631655 106698057 "protein_coding" "12:q23.3"
"TCP11L2" "12" 106695707 106740793 "protein_coding" "12:q23.3"
"POLR3B" "12" 106751436 106903976 "protein_coding" "12:q23.3"
"RP11-144F15.1" "12" 106889736 107168696 "protein_coding" "12:q23.3"
"RFX4" "12" 106976685 107156581 "protein_coding" "12:q23.3"
"RIC8B" "12" 107168373 107283090 "protein_coding" "12:q23.3"
"C12orf23" "12" 107349497 107372556 "protein_coding" "12:q23.3"
"MTERFD3" "12" 107371069 107380944 "protein_coding" "12:q23.3"
"CRY1" "12" 107385142 107487607 "protein_coding" "12:q23.3"
"BTBD11" "12" 107712190 108053419 "protein_coding" "12:q23.3"
"PWP1" "12" 108079509 108106944 "protein_coding" "12:q23.3"
"PRDM4" "12" 108126643 108155049 "protein_coding" "12:q23.3"
"ASCL4" "12" 108168162 108170421 "protein_coding" "12:q23.3"
"WSCD2" "12" 108523248 108644314 "protein_coding" "12:q23.3"
"CMKLR1" "12" 108681821 108733118 "protein_coding" "12:q23.3"
"FICD" "12" 108908962 108919614 "protein_coding" "12:q23.3"
"SART3" "12" 108916357 108955176 "protein_coding" "12:q23.3"
"ISCU" "12" 108956358 108963160 "protein_coding" "12:q23.3"
"TMEM119" "12" 108983622 108992096 "protein_coding" "12:q23.3"
"SELPLG" "12" 109015686 109027735 "protein_coding" "12:q24.11"
"CORO1C" "12" 109038885 109125372 "protein_coding" "12:q24.11"
"SSH1" "12" 109176466 109251366 "protein_coding" "12:q24.11"
"DAO" "12" 109252708 109294819 "protein_coding" "12:q24.11"
"SVOP" "12" 109304658 109459045 "protein_coding" "12:q24.11"
"USP30" "12" 109460894 109525831 "protein_coding" "12:q24.11"
"ALKBH2" "12" 109525996 109531436 "protein_coding" "12:q24.11"
"UNG" "12" 109535379 109548797 "protein_coding" "12:q24.11"
"ACACB" "12" 109554400 109706031 "protein_coding" "12:q24.11"
"FOXN4" "12" 109715784 109747025 "protein_coding" "12:q24.11"
"MYO1H" "12" 109785708 109893328 "protein_coding" "12:q24.11"
"KCTD10" "12" 109886461 109915349 "protein_coding" "12:q24.11"
"UBE3B" "12" 109915207 109974507 "protein_coding" "12:q24.11"
"MMAB" "12" 109991542 110011679 "protein_coding" "12:q24.11"
"MVK" "12" 110011060 110035067 "protein_coding" "12:q24.11"
"FAM222A" "12" 110152033 110208312 "protein_coding" "12:q24.11"
"TRPV4" "12" 110220890 110271212 "protein_coding" "12:q24.11"
"GLTP" "12" 110288748 110318293 "protein_coding" "12:q24.11"
"TCHP" "12" 110338069 110421646 "protein_coding" "12:q24.11"
"GIT2" "12" 110367607 110434194 "protein_coding" "12:q24.11"
"ANKRD13A" "12" 110436991 110477568 "protein_coding" "12:q24.11"
"C12orf76" "12" 110465872 110511491 "protein_coding" "12:q24.11"
"IFT81" "12" 110562140 110656602 "protein_coding" "12:q24.11"
"ATP2A2" "12" 110718561 110788898 "protein_coding" "12:q24.11"
"ANAPC7" "12" 110810705 110841535 "protein_coding" "12:q24.11"
"ARPC3" "12" 110872630 110888227 "protein_coding" "12:q24.11"
"GPN3" "12" 110890289 110907073 "protein_coding" "12:q24.11"
"FAM216A" "12" 110906169 110928190 "protein_coding" "12:q24.11"
"VPS29" "12" 110928902 110939922 "protein_coding" "12:q24.11"
"RAD9B" "12" 110939460 110969891 "protein_coding" "12:q24.11"
"PPTC7" "12" 110969120 111021125 "protein_coding" "12:q24.11"
"TCTN1" "12" 111051832 111087235 "protein_coding" "12:q24.11"
"HVCN1" "12" 111065646 111142755 "protein_coding" "12:q24.11"
"PPP1CC" "12" 111157485 111180744 "protein_coding" "12:q24.11"
"CCDC63" "12" 111284573 111345339 "protein_coding" "12:q24.11"
"MYL2" "12" 111348623 111358526 "protein_coding" "12:q24.11"
"CUX2" "12" 111471828 111788358 "protein_coding" "12:q24.11"
"FAM109A" "12" 111798455 111806925 "protein_coding" "12:q24.12"
"SH2B3" "12" 111843752 111889427 "protein_coding" "12:q24.12"
"ATXN2" "12" 111890018 112037480 "protein_coding" "12:q24.12"
"BRAP" "12" 112079950 112123790 "protein_coding" "12:q24.12"
"ACAD10" "12" 112123857 112194903 "protein_coding" "12:q24.12"
"RP11-162P23.2" "12" 112191694 112229222 "protein_coding" "12:q24.12"
"ALDH2" "12" 112204691 112247782 "protein_coding" "12:q24.12"
"MAPKAPK5" "12" 112279782 112334343 "protein_coding" "12:q24.12"
"TMEM116" "12" 112369086 112450970 "protein_coding" "12:q24.13"
"ERP29" "12" 112451120 112461255 "protein_coding" "12:q24.13"
"NAA25" "12" 112464500 112546826 "protein_coding" "12:q24.13"
"TRAFD1" "12" 112563305 112591407 "protein_coding" "12:q24.13"
"HECTD4" "12" 112597992 112819896 "protein_coding" "12:q24.13"
"RPL6" "12" 112842994 112856642 "protein_coding" "12:q24.13"
"PTPN11" "12" 112856155 112947717 "protein_coding" "12:q24.13"
"RPH3A" "12" 113008184 113336686 "protein_coding" "12:q24.13"
"OAS1" "12" 113344582 113369990 "protein_coding" "12:q24.13"
"OAS3" "12" 113376157 113411054 "protein_coding" "12:q24.13"
"OAS2" "12" 113416200 113449528 "protein_coding" "12:q24.13"
"DTX1" "12" 113494514 113535833 "protein_coding" "12:q24.13"
"RASAL1" "12" 113536624 113574044 "protein_coding" "12:q24.13"
"CCDC42B" "12" 113587663 113597081 "protein_coding" "12:q24.13"
"DDX54" "12" 113594979 113623284 "protein_coding" "12:q24.13"
"C12orf52" "12" 113623331 113630173 "protein_coding" "12:q24.13"
"IQCD" "12" 113633246 113658899 "protein_coding" "12:q24.13"
"TPCN1" "12" 113658855 113736390 "protein_coding" "12:q24.13"
"SLC8B1" "12" 113736564 113797298 "protein_coding" "12:q24.13"
"PLBD2" "12" 113796371 113827203 "protein_coding" "12:q24.13"
"SDS" "12" 113830250 113864106 "protein_coding" "12:q24.13"
"SDSL" "12" 113860042 113876081 "protein_coding" "12:q24.13"
"LHX5" "12" 113899839 113910085 "protein_coding" "12:q24.13"
"RBM19" "12" 114254543 114404176 "protein_coding" "12:q24.13"
"TBX5" "12" 114791736 114846247 "protein_coding" "12:q24.21"
"TBX3" "12" 115108059 115121969 "protein_coding" "12:q24.21"
"RP11-116D17.1" "12" 115800817 115802550 "protein_coding" "12:q24.21"
"MED13L" "12" 116395711 116715143 "protein_coding" "12:q24.21"
"MAP1LC3B2" "12" 116997186 117014425 "protein_coding" "12:q24.22"
"C12orf49" "12" 117153593 117175875 "protein_coding" "12:q24.22"
"RNFT2" "12" 117176096 117291436 "protein_coding" "12:q24.22"
"HRK" "12" 117293949 117319246 "protein_coding" "12:q24.22"
"FBXW8" "12" 117348761 117468953 "protein_coding" "12:q24.22"
"TESC" "12" 117476728 117537284 "protein_coding" "12:q24.22"
"FBXO21" "12" 117581146 117628336 "protein_coding" "12:q24.22"
"NOS1" "12" 117645947 117889975 "protein_coding" "12:q24.22"
"KSR2" "12" 117890817 118406788 "protein_coding" "12:q24.22"
"RFC5" "12" 118451393 118470935 "protein_coding" "12:q24.23"
"WSB2" "12" 118470712 118500235 "protein_coding" "12:q24.23"
"VSIG10" "12" 118501398 118573831 "protein_coding" "12:q24.23"
"PEBP1" "12" 118573663 118583389 "protein_coding" "12:q24.23"
"TAOK3" "12" 118587606 118810750 "protein_coding" "12:q24.23"
"SUDS3" "12" 118814185 118855840 "protein_coding" "12:q24.23"
"SRRM4" "12" 119419300 119600856 "protein_coding" "12:q24.23"
"HSPB8" "12" 119616447 119658936 "protein_coding" "12:q24.23"
"CCDC60" "12" 119772517 119978852 "protein_coding" "12:q24.23"
"TMEM233" "12" 120031264 120079363 "protein_coding" "12:q24.23"
"PRKAB1" "12" 120105558 120119435 "protein_coding" "12:q24.23"
"CIT" "12" 120123595 120315095 "protein_coding" "12:q24.23"
"RP1-127H14.3" "12" 120137573 120138816 "protein_coding" "12:q24.23"
"CCDC64" "12" 120427673 120532298 "protein_coding" "12:q24.23"
"RAB35" "12" 120532899 120555306 "protein_coding" "12:q24.23"
"GCN1L1" "12" 120565007 120632513 "protein_coding" "12:q24.23"
"RPLP0" "12" 120634489 120639038 "protein_coding" "12:q24.23"
"PXN" "12" 120648250 120703574 "protein_coding" "12:q24.23"
"SIRT4" "12" 120740119 120751052 "protein_coding" "12:q24.31"
"PLA2G1B" "12" 120759914 120765592 "protein_coding" "12:q24.31"
"MSI1" "12" 120779133 120806983 "protein_coding" "12:q24.31"
"COX6A1" "12" 120875893 120878545 "protein_coding" "12:q24.31"
"AL021546.6" "12" 120876001 120897809 "protein_coding" "12:q24.31"
"TRIAP1" "12" 120881764 120884215 "protein_coding" "12:q24.31"
"GATC" "12" 120884241 120899389 "protein_coding" "12:q24.31"
"SRSF9" "12" 120899471 120907596 "protein_coding" "12:q24.31"
"DYNLL1" "12" 120907653 120936296 "protein_coding" "12:q24.31"
"COQ5" "12" 120941077 120972237 "protein_coding" "12:q24.31"
"RNF10" "12" 120971283 121015397 "protein_coding" "12:q24.31"
"POP5" "12" 121016567 121019201 "protein_coding" "12:q24.31"
"CABP1" "12" 121078355 121105127 "protein_coding" "12:q24.31"
"MLEC" "12" 121124672 121139667 "protein_coding" "12:q24.31"
"UNC119B" "12" 121148238 121161443 "protein_coding" "12:q24.31"
"ACADS" "12" 121163538 121177811 "protein_coding" "12:q24.31"
"SPPL3" "12" 121200313 121342174 "protein_coding" "12:q24.31"
"AC079602.1" "12" 121407641 121410095 "protein_coding" "12:q24.31"
"HNF1A" "12" 121416346 121440315 "protein_coding" "12:q24.31"
"C12orf43" "12" 121440225 121454305 "protein_coding" "12:q24.31"
"OASL" "12" 121458095 121477045 "protein_coding" "12:q24.31"
"P2RX7" "12" 121570622 121623876 "protein_coding" "12:q24.31"
"P2RX4" "12" 121647660 121671909 "protein_coding" "12:q24.31"
"CAMKK2" "12" 121675497 121736111 "protein_coding" "12:q24.31"
"ANAPC5" "12" 121746048 121837699 "protein_coding" "12:q24.31"
"RNF34" "12" 121837844 121868389 "protein_coding" "12:q24.31"
"KDM2B" "12" 121866900 122018920 "protein_coding" "12:q24.31"
"ORAI1" "12" 122064455 122080583 "protein_coding" "12:q24.31"
"MORN3" "12" 122089024 122110537 "protein_coding" "12:q24.31"
"TMEM120B" "12" 122150658 122220907 "protein_coding" "12:q24.31"
"RHOF" "12" 122215664 122241309 "protein_coding" "12:q24.31"
"SETD1B" "12" 122242086 122270562 "protein_coding" "12:q24.31"
"HPD" "12" 122277433 122301502 "protein_coding" "12:q24.31"
"PSMD9" "12" 122326637 122356203 "protein_coding" "12:q24.31"
"RP11-87C12.2" "12" 122326715 122359376 "protein_coding" "12:q24.31"
"WDR66" "12" 122355768 122441833 "protein_coding" "12:q24.31"
"BCL7A" "12" 122457328 122499948 "protein_coding" "12:q24.31"
"MLXIP" "12" 122516628 122631894 "protein_coding" "12:q24.31"
"LRRC43" "12" 122652285 122688018 "protein_coding" "12:q24.31"
"IL31" "12" 122656577 122658746 "protein_coding" "12:q24.31"
"B3GNT4" "12" 122688090 122693499 "protein_coding" "12:q24.31"
"DIABLO" "12" 122692210 122712081 "protein_coding" "12:q24.31"
"RP11-512M8.5" "12" 122692326 122750970 "protein_coding" "12:q24.31"
"VPS33A" "12" 122714111 122751068 "protein_coding" "12:q24.31"
"CLIP1" "12" 122755979 122907179 "protein_coding" "12:q24.31"
"ZCCHC8" "12" 122957417 122985518 "protein_coding" "12:q24.31"
"RSRC2" "12" 122989190 123011547 "protein_coding" "12:q24.31"
"KNTC1" "12" 123011793 123110943 "protein_coding" "12:q24.31"
"HCAR1" "12" 123104824 123215390 "protein_coding" "12:q24.31"
"HCAR2" "12" 123185840 123187890 "protein_coding" "12:q24.31"
"HCAR3" "12" 123199303 123201439 "protein_coding" "12:q24.31"
"DENR" "12" 123237321 123255611 "protein_coding" "12:q24.31"
